filename,timestamp_sec,timestamp_nanosec,x,y,z,qx,qy,qz,qw
000086.avi,856,768000000,2.158161863555218,-19.253856683458718,0.0,0.0,0.0,-0.7851523026005875,0.6193027221973076
000087.avi,874,400000000,2.0981076289701996,-18.63918749723262,0.0,0.0,0.0,0.49591890208591827,0.8683688401560119
000088.avi,879,333000000,2.6235387251804667,-17.923870972217983,0.0,0.0,0.0,0.1687962514047852,0.9856509653582716
000089.avi,884,333000000,3.5111742671634314,-17.934969542028853,0.0,0.0,0.0,-0.35314187223315546,0.9355697825793978
000090.avi,889,234000000,4.016183389208148,-18.785870629140533,0.0,0.0,0.0,-0.6192935355111491,0.7851595486740903
000091.avi,894,136000000,4.091627558035299,-19.76033176060033,0.0,0.0,0.0,-0.7163268233044398,0.6977649190197011
000092.avi,899,33000000,4.0739171096122355,-20.75573194963327,0.0,0.0,0.0,-0.7022792257220452,0.7119016007281096
000093.avi,903,968000000,4.049329634832553,-21.681065287229927,0.0,0.0,0.0,-0.8170139739480777,0.5766178685867877
000094.avi,908,867000000,3.5024246910026733,-22.342688451362875,0.0,0.0,0.0,0.9220643642956448,-0.38703657203947606
000095.avi,913,767000000,2.7686862177162688,-22.98520403701867,0.0,0.0,0.0,0.9428020226583315,-0.33335318518256124
000096.avi,918,733000000,2.3240845059876456,-23.828641253812073,0.0,0.0,0.0,0.8674202743941665,-0.49757619272825837
000097.avi,923,834000000,2.05430560111607,-24.691245871581188,0.0,0.0,0.0,-0.7288213055047602,0.6847039540139498
000098.avi,928,733000000,1.9217315705744547,-25.578682495139198,0.0,0.0,0.0,-0.7751370773591398,0.6317930921616117
000099.avi,933,700000000,1.6665458762312575,-26.483901814971567,0.0,0.0,0.0,-0.8424261231995578,0.5388118660079452
000100.avi,947,767000000,1.2483157123963373,-26.157135235300878,0.0,0.0,0.0,0.5928585773970765,0.8053065920546749
000101.avi,952,668000000,1.7721478946333065,-25.36936603849642,0.0,0.0,0.0,0.43747061260016795,0.8992327079856658
000102.avi,957,601000000,2.0805179973993972,-24.490597160955257,0.0,0.0,0.0,0.6801174688162068,0.7331031500485016
000103.avi,962,601000000,2.5610329119733706,-23.764587497689085,0.0,0.0,0.0,0.15559756255596208,0.9878205295126455
000104.avi,967,633000000,3.446979473636489,-23.898724809180248,0.0,0.0,0.0,-0.44345386888455574,0.8962971974581418
000105.avi,972,533000000,3.835154445147321,-24.73767887092735,0.0,0.0,0.0,-0.6740557434260368,0.7386804821804709
000106.avi,977,433000000,3.857135076359558,-25.695983450811717,0.0,0.0,0.0,-0.7273043296971163,0.6863150967331465
000107.avi,982,333000000,3.8750484509400422,-26.649170302933065,0.0,0.0,0.0,-0.7111188443764755,0.7030718236230676
000108.avi,987,733000000,3.9055834653175303,-27.626928826151453,0.0,0.0,0.0,-0.7154249804276704,0.6986895572284356
000109.avi,992,634000000,3.933171734907347,-28.567139378875176,0.0,0.0,0.0,-0.7011336677459618,0.7130298590894322
000110.avi,998,633000000,3.9323829294059927,-29.48084410410461,0.0,0.0,0.0,-0.7274110999982751,0.6862019320865392
000111.avi,1003,533000000,4.158565846832374,-30.447949901435376,0.0,0.0,0.0,-0.6233303475533754,0.78195861643631
000112.avi,1008,467000000,4.653146122640528,-31.148430581447023,0.0,0.0,0.0,-0.2626831947547724,0.9648821374620976
000113.avi,1013,400000000,5.549237924613536,-31.5740605257211,0.0,0.0,0.0,-0.11842806822821661,0.9929626340682377
000114.avi,1018,301000000,6.527210505016477,-31.545647937670772,0.0,0.0,0.0,0.14240526026240513,0.9898084369460571
000115.avi,1088,33000000,6.35020374424141,-31.871737732044544,0.0,0.0,0.0,0.987388061837391,-0.15831871443705087
000116.avi,1093,1000000,5.389869755618227,-31.74997197635696,0.0,0.0,0.0,0.9999318847757915,-0.011671581243907768
000117.avi,1097,900000000,4.5164011176985746,-32.0236752715998,0.0,0.0,0.0,0.928330669102079,-0.37175552289708674
000118.avi,1102,867000000,4.255609304093911,-32.90108352818531,0.0,0.0,0.0,-0.6834340733720673,0.7300122378111642
000119.avi,1107,733000000,4.331190416295964,-33.888478430372274,0.0,0.0,0.0,-0.6810675530665045,0.7322205870910787
000120.avi,1112,633000000,4.392753487271333,-34.791788126203755,0.0,0.0,0.0,-0.6928353105124114,0.7210958552835889
000121.avi,1117,633000000,4.295049859824751,-35.77410045896467,0.0,0.0,0.0,-0.7661760321794733,0.6426307553437814
000122.avi,1125,334000000,3.5811852884250346,-35.997593027136915,0.0,0.0,0.0,0.9645201708410306,0.26400916658477813
000123.avi,1130,234000000,2.6425580367079267,-35.654834355911724,0.0,0.0,0.0,0.9958880673786383,0.09059225823899492
000124.avi,1135,133000000,1.696508357452256,-35.481170040229884,0.0,0.0,0.0,0.9973430756349361,0.07284771432959504
000125.avi,1140,33000000,0.7672934764183488,-35.34785915843413,0.0,0.0,0.0,0.998513036755911,0.054513442640223404
000126.avi,1144,967000000,-0.1640290795301702,-35.25105336661808,0.0,0.0,0.0,0.9997107247178881,0.024051338508177648
000127.avi,1149,967000000,-1.0734399607103278,-35.35364384128347,0.0,0.0,0.0,0.9945738191108076,-0.10403325592973957
000128.avi,1154,868000000,-1.9751699873787327,-35.51355959034377,0.0,0.0,0.0,0.9828460585724595,-0.1844278318166252
000129.avi,1159,767000000,-2.806156522505871,-35.97271718788274,0.0,0.0,0.0,0.9189571900029999,-0.3943573036496096
000130.avi,1164,667000000,-3.292488851229548,-36.86223086036503,0.0,0.0,0.0,-0.8166063029325802,0.5771950675558332
000131.avi,1169,667000000,-3.510927116918417,-37.818603022910175,0.0,0.0,0.0,-0.7386232850173878,0.6741184189963383
000132.avi,1174,635000000,-3.755013834983936,-38.71669897816925,0.0,0.0,0.0,-0.7805139380368076,0.6251383787052867
000133.avi,1179,634000000,-3.8363343101739247,-39.626707061149006,0.0,0.0,0.0,-0.6798905887657053,0.7333135668374221
000134.avi,1184,668000000,-3.954528742356125,-40.54318406636379,0.0,0.0,0.0,-0.803601234373984,0.5951680906370984
000135.avi,1191,133000000,-4.2468389909993425,-41.39041556095704,0.0,0.0,0.0,0.9673054320633773,-0.25361427621623156
000136.avi,1196,34000000,-5.191614231777068,-41.41619910957428,0.0,0.0,0.0,0.9964732098407048,0.08391151333257452
000137.avi,1200,934000000,-6.192029106792527,-41.28678408434605,0.0,0.0,0.0,0.9973095208481563,0.0733056588922093
000138.avi,1205,833000000,-7.182198526327888,-41.12834345236312,0.0,0.0,0.0,0.9976450992972451,0.06858757794375048
000139.avi,1210,733000000,-8.166909372127021,-40.99089263631754,0.0,0.0,0.0,0.997888529292976,0.0649498506965283
000140.avi,1215,734000000,-8.548117406742305,-40.28889180564954,0.0,0.0,0.0,0.7932496013662367,0.6088966003619223
000141.avi,1220,633000000,-8.699085063485944,-39.29876554055764,0.0,0.0,0.0,0.7422716379405275,0.6700991087213043
000142.avi,1225,534000000,-8.83636912551944,-38.36250917674805,0.0,0.0,0.0,0.727653585635899,0.6859447931949184
000143.avi,1230,434000000,-8.837191368820445,-37.393784875712555,0.0,0.0,0.0,0.6943274722711652,0.7196591979885578
000144.avi,1235,633000000,-8.824956225121195,-36.39644907503419,0.0,0.0,0.0,0.6745989656687218,0.738184418366231
000145.avi,1240,533000000,-8.788510159569267,-35.475086412094655,0.0,0.0,0.0,0.6871630904466841,0.7265031914092066
000146.avi,1245,433000000,-8.772735659511056,-34.54097769482948,0.0,0.0,0.0,0.6793609560688251,0.7338042595742081
000147.avi,1250,367000000,-8.669777647536762,-33.63919149686467,0.0,0.0,0.0,0.43073135780261973,0.9024801922510608
000148.avi,1255,267000000,-7.866226644760413,-33.06330440304281,0.0,0.0,0.0,0.21177016827722103,0.9773194952664341
000149.avi,1260,201000000,-7.0143379522395435,-32.781145391571215,0.0,0.0,0.0,0.3264336226760919,0.9452201277938187
000150.avi,1265,733000000,-6.603368982500907,-31.962610042942867,0.0,0.0,0.0,0.7728240523725667,0.6346203464075544
000151.avi,1270,733000000,-7.059997258658775,-31.148937984765574,0.0,0.0,0.0,0.9456690552479744,0.32513080128834876
000152.avi,1275,634000000,-7.9561340037819,-30.855910672245223,0.0,0.0,0.0,0.9780193088098139,0.20851434385953876
000153.avi,1280,567000000,-8.410594760280802,-30.124802125681,0.0,0.0,0.0,0.8017094527542721,0.5977139394095184
000154.avi,1315,233000000,-8.844851386010918,-29.45534186145082,0.0,0.0,0.0,0.875828598385561,-0.482622281137106
000155.avi,1320,233000000,-8.714970016770494,-30.365870776466572,0.0,0.0,0.0,-0.455404750830327,0.8902845123448839
000156.avi,1325,200000000,-7.897097001945806,-30.799129855008978,0.0,0.0,0.0,-0.10314740259878245,0.9946660813243431
000157.avi,1330,200000000,-6.955060934078531,-30.88858528465927,0.0,0.0,0.0,0.24100001485149353,0.9705251119067346
000158.avi,1335,100000000,-6.441031167543773,-30.143484599519915,0.0,0.0,0.0,0.5812754968110534,0.8137068248497508
000159.avi,1340,0,-6.2873021956025035,-29.20409475914081,0.0,0.0,0.0,0.6893463522665473,0.7244319199323048
000160.avi,1344,900000000,-6.207612153460598,-28.27464264094513,0.0,0.0,0.0,0.6952691993800593,0.7187494280995369
000161.avi,1349,802000000,-6.166723643562747,-27.36879098384804,0.0,0.0,0.0,0.6812812489786827,0.7320217618281892
000162.avi,1354,701000000,-6.045333079165076,-26.329870255128952,0.0,0.0,0.0,0.643388367361602,0.7655399458838006
000163.avi,1359,600000000,-5.900960817978671,-25.38606238458643,0.0,0.0,0.0,0.6204686457798265,0.7842312539067468
000164.avi,1364,500000000,-5.670796448187286,-24.458179937756302,0.0,0.0,0.0,0.5881094385756355,0.8087813599844218
000165.avi,1369,433000000,-5.1926880216887845,-23.871220141554964,0.0,0.0,0.0,0.3032364248042329,0.9529153533614341
000166.avi,1417,668000000,-4.667832982644775,-23.747465660402618,0.0,0.0,0.0,-0.2483234927267272,0.9686771613700815
000167.avi,1448,400000000,-3.74906671725687,-24.098790285154493,0.0,0.0,0.0,-0.33565981683655366,0.941983273397809
000168.avi,1453,334000000,-3.4624129516052076,-24.926241788919285,0.0,0.0,0.0,-0.6140062100153325,0.7893011935013196
000169.avi,1597,533000000,-3.3638741546720965,-25.036530365264255,0.0,0.0,0.0,0.4269490174516304,0.9042756971726529
000170.avi,1603,468000000,-3.483740220397465,-24.1587373685976,0.0,0.0,0.0,0.8108050487534649,0.5853163015975992
000171.avi,1608,400000000,-4.111171444181913,-23.403082321314876,0.0,0.0,0.0,0.9290429592832506,0.3699718635331884
000172.avi,1613,467000000,-4.7195138415416125,-22.6140863989823,0.0,0.0,0.0,0.8727809098335213,0.48811216275582675
000173.avi,1618,401000000,-5.011781514063429,-21.674016040431454,0.0,0.0,0.0,0.7686373962318763,0.6396847294674789
000174.avi,1623,268000000,-5.128264347824867,-20.696026262553453,0.0,0.0,0.0,0.7467253585570677,0.6651324972423304
000175.avi,1628,200000000,-5.266254119569048,-19.714291404522363,0.0,0.0,0.0,0.733436294431975,0.6797581937791506
000176.avi,1633,168000000,-5.297499385304995,-18.969152101089797,0.0,0.0,0.0,0.7647032850760987,0.6443825616773183
000177.avi,1638,100000000,-5.761823928672385,-18.159925261723508,0.0,0.0,0.0,0.9227076848725608,0.38550036092994666
000178.avi,1643,101000000,-6.480597325874719,-17.49923679044005,0.0,0.0,0.0,0.9691001373126537,0.24666763845424838
000179.avi,1648,1000000,-7.327814765114937,-17.331837375331773,0.0,0.0,0.0,0.9972607100934202,0.07396672295003508
000180.avi,1652,901000000,-8.217123459676358,-16.983075842377062,0.0,0.0,0.0,0.9584595370488813,0.28522853265415804
000181.avi,1666,201000000,-7.751050303484787,-16.695063631144052,0.0,0.0,0.0,-0.2796121316889573,0.960113043246657
000182.avi,1671,300000000,-7.042160602385975,-17.19179278293111,0.0,0.0,0.0,-0.1445048018352621,0.9895040991560123
000183.avi,1676,201000000,-6.0625820263454635,-17.316788161926773,0.0,0.0,0.0,0.02701904990924508,0.9996349188288701
000184.avi,1681,401000000,-5.05078790184616,-17.26837727119029,0.0,0.0,0.0,0.043221208744670996,0.9990655269373724
000185.avi,1686,300000000,-4.139729534684443,-17.4461439106567,0.0,0.0,0.0,-0.2972696724852776,0.9547935597921133
000186.avi,1691,267000000,-3.3937316214145063,-17.997815834272537,0.0,0.0,0.0,-0.46656907505039974,0.8844847642591784
000187.avi,1696,200000000,-3.25055801010768,-18.860439712240137,0.0,0.0,0.0,-0.616151005924147,0.7876280453987541
000188.avi,1701,100000000,-2.6356090885398746,-19.621412900900047,0.0,0.0,0.0,-0.37554791894967104,0.92680297829289
000189.avi,1780,268000000,-2.1491706120725294,-20.372335600914788,0.0,0.0,0.0,-0.14186318634460876,0.989886274457907
000190.avi,1819,333000000,-2.4546673861416615,-19.51369303955901,0.0,0.0,0.0,0.9665724481423587,0.25639364752678145
000191.avi,1824,533000000,-3.2215387834599056,-18.861767335195147,0.0,0.0,0.0,0.8837659418287073,0.4679292254856692
000192.avi,1829,468000000,-3.4081336241139653,-17.910990712509125,0.0,0.0,0.0,0.7497546900238614,0.6617158792013561
000193.avi,1834,333000000,-3.916966270177369,-17.103918307146266,0.0,0.0,0.0,0.9350588962583631,0.3544923984066396
000194.avi,1839,334000000,-4.563338287704109,-16.390393485587822,0.0,0.0,0.0,0.8223051281475698,0.5690468137352226
000195.avi,1844,234000000,-4.813904616381713,-15.438200177473824,0.0,0.0,0.0,0.7871298820900939,0.6167872799603075
000196.avi,1849,134000000,-4.999479035449294,-14.510753328926839,0.0,0.0,0.0,0.7293695493213409,0.6841199167710178
000197.avi,1854,33000000,-5.039424014805899,-13.640669092715264,0.0,0.0,0.0,0.6984928763779132,0.7156170076579436
000198.avi,1858,933000000,-5.049957153154743,-12.780891081175312,0.0,0.0,0.0,0.7010542818796984,0.7131079117904531
000199.avi,1863,833000000,-5.033919247780787,-11.801894010374603,0.0,0.0,0.0,0.7086041603794365,0.7056062243864873
000200.avi,1868,733000000,-5.015017811874046,-10.897570323406342,0.0,0.0,0.0,0.705752674743654,0.7084582994730024
000201.avi,1873,633000000,-4.963034873322481,-9.996001288154645,0.0,0.0,0.0,0.7005107088799555,0.713641889706947
000202.avi,1878,533000000,-4.889526149486976,-9.084464934713075,0.0,0.0,0.0,0.6716868162420642,0.7408352184437506
000203.avi,1883,502000000,-4.687202561471707,-8.320845608060964,0.0,0.0,0.0,0.4697775832671134,0.8827848108456049
000204.avi,1888,467000000,-3.999803626957867,-7.765546952622643,0.0,0.0,0.0,0.3668165164817623,0.9302933103253967
000205.avi,1895,933000000,-3.1019414014956723,-7.532515004051199,0.0,0.0,0.0,-0.30310059536087924,0.9529585663038455
000206.avi,1901,267000000,-2.920899034883913,-8.37504906927196,0.0,0.0,0.0,-0.781408025373327,0.6240204306608542
000207.avi,1906,267000000,-2.913799912153129,-9.340122289432017,0.0,0.0,0.0,-0.5607730045709414,0.8279695872098679
000208.avi,1925,900000000,-3.1703928926168317,-8.712789879836883,0.0,0.0,0.0,0.6155958407172508,0.7880620285812667
000209.avi,1930,833000000,-3.212299522858526,-7.717167212037104,0.0,0.0,0.0,0.9125903970723843,0.4088750018908812
000210.avi,1935,800000000,-3.9165615524529507,-7.047945893443927,0.0,0.0,0.0,0.860201650616232,0.5099540374162262
000211.avi,1940,700000000,-4.357099010291506,-6.200981331019726,0.0,0.0,0.0,0.8389911757630222,0.544145023860167
000212.avi,1945,600000000,-4.719405994213993,-5.367621890827351,0.0,0.0,0.0,0.8323380259447067,0.5542683560933896
000213.avi,1950,568000000,-5.280029574569525,-4.6545502822737745,0.0,0.0,0.0,0.9512147481787613,0.3085295818024843
000214.avi,1955,434000000,-6.121958633903887,-4.112652510469694,0.0,0.0,0.0,0.9655113024235158,0.2603611432077495
000215.avi,1960,333000000,-6.962817203342475,-3.8476977772707883,0.0,0.0,0.0,0.9979961679081687,0.06327439324569212
000216.avi,1965,233000000,-7.888556064543874,-3.8278863043399767,0.0,0.0,0.0,0.9994206935776874,-0.03403347247482091
000217.avi,1970,202000000,-8.846116281539054,-3.9527265723585145,0.0,0.0,0.0,0.9951962576299026,-0.09789999386842024
000218.avi,1975,100000000,-9.833546663212509,-3.856113447690568,0.0,0.0,0.0,0.9743704832612778,0.22494924171729008
000219.avi,2027,468000000,-10.467833231454634,-3.2106113526286535,0.0,0.0,0.0,0.8858517536011654,0.4639683940116396
000220.avi,2071,534000000,-10.191747807358208,-4.094526880544436,0.0,0.0,0.0,-0.19055207911515015,0.981677088020747
000221.avi,2076,567000000,-9.186655424721877,-4.04273856625683,0.0,0.0,0.0,0.07200886138404494,0.9974039923131316
000222.avi,2081,467000000,-8.173168548294171,-3.9447586804493326,0.0,0.0,0.0,0.05259268557192442,0.9986160470492814
000223.avi,2086,368000000,-7.179431460851564,-3.859220542878006,0.0,0.0,0.0,0.01398219565215902,0.9999022443242863
000224.avi,2091,267000000,-6.219894361131313,-3.8565297880587153,0.0,0.0,0.0,-0.0442164980092482,0.9990219723828891
000225.avi,2096,201000000,-5.191813659750526,-3.89099959160567,0.0,0.0,0.0,-0.1952500679088023,0.9807534914450257
000226.avi,2101,333000000,-4.265344955583156,-3.9017386598987045,0.0,0.0,0.0,0.2988444590934052,0.9543018334202078
000227.avi,2106,267000000,-3.8055930976736363,-3.0566345246184454,0.0,0.0,0.0,0.6283561960834491,0.7779257617816356
000228.avi,2111,167000000,-3.7589075142149966,-2.1206842139174213,0.0,0.0,0.0,0.6880891298372993,0.725626177449345
000229.avi,2116,67000000,-3.7592899813050593,-1.1367511054214887,0.0,0.0,0.0,0.6892916157761017,0.7244840014940089
000230.avi,2120,967000000,-3.7477836349036764,-0.16069646830540307,0.0,0.0,0.0,0.7012737148963778,0.7128921214289254
